timestamp,Angle Velocity[deg/sec],Angle[deg]
34165,-0.796509,164.410400,
34167,-0.527344,164.349976,
34169,-1.071167,164.300537,
34171,-0.703125,164.256592,
34173,-0.065918,164.223633,
34175,-0.373535,164.185181,
34177,-0.483398,164.152222,
34179,-0.444946,164.135742,
34181,-0.543823,164.135742,
34183,0.263672,164.146729,
34185,0.071411,164.163208,
34187,1.137085,164.196167,
34189,-0.153809,164.229126,
34191,0.911865,164.278564,
34193,0.461426,164.328003,
34195,1.186523,164.404907,
34197,0.719604,164.476318,
34199,0.510864,164.542236,
34201,0.867920,164.619141,
34203,-0.093384,164.679565,
34205,0.170288,164.729004,
34207,0.615234,164.772949,
34209,0.703125,164.811401,
34211,0.126343,164.844360,
34213,0.186768,164.877319,
34215,-1.279907,164.882812,
34217,-0.082397,164.871826,
34219,-0.499878,164.844360,
34221,0.120850,164.800415,
34223,-0.802002,164.739990,
34225,-0.049438,164.690552,
34227,-0.780029,164.635620,
34229,-0.357056,164.602661,
34231,-0.681152,164.569702,
34233,-0.977783,164.531250,
34235,-0.263672,164.492798,
34237,-0.280151,164.454346,
34239,-1.340332,164.393921,
34241,-0.516357,164.317017,
34243,-0.433960,164.223633,
34245,-0.725098,164.130249,
34247,-1.455688,164.036865,
34249,-0.889893,163.970947,
34251,-0.648193,163.916016,
34253,-0.175781,163.888550,
34255,0.225220,163.910522,
34257,0.780029,163.965454,
34259,0.950317,164.058838,
34261,0.944824,164.157715,
34263,0.137329,164.240112,
34265,0.477905,164.273071,
34267,0.488892,164.284058,
34269,0.236206,164.278564,
34271,0.120850,164.278564,
34273,-0.296631,164.267578,
34275,-0.576782,164.267578,
34277,0.527344,164.262085,
34279,0.422974,164.245605,
34281,-0.395508,164.229126,
34283,0.021973,164.240112,
34285,0.032959,164.256592,
34287,0.472412,164.273071,
34289,0.115356,164.284058,
34291,-0.357056,164.284058,
34293,-0.005493,164.284058,
34295,-0.411987,164.273071,
34297,-0.296631,164.256592,
34299,-0.653687,164.223633,
34301,-0.730591,164.179688,
34303,-0.115356,164.119263,
34305,-0.994263,164.053345,
34307,-1.301880,163.992920,
34309,-0.483398,163.948975,
34311,-0.554810,163.932495,
34313,0.620728,163.927002,
34315,-0.115356,163.937988,
34317,0.433960,163.948975,
34319,0.626221,163.981934,
34321,0.675659,164.020386,
34323,0.571289,164.064331,
34325,-0.126343,164.086304,
34327,-0.120850,164.108276,
34329,0.060425,164.119263,
34331,0.867920,164.130249,
34333,-0.395508,164.135742,
34335,0.856934,164.168701,
34337,0.411987,164.218140,
34339,0.670166,164.262085,
34341,0.049438,164.284058,
34343,0.351562,164.306030,
34345,-0.131836,164.311523,
34347,0.131836,164.322510,
34349,-0.758057,164.338989,
34351,0.637207,164.360962,
34353,0.598755,164.355469,
34355,0.137329,164.349976,
34357,-0.560303,164.344482,
34359,-0.368042,164.355469,
34361,-0.093384,164.344482,
34363,-0.395508,164.344482,
34365,0.225220,164.328003,
34367,0.203247,164.317017,
34369,-0.153809,164.311523,
34371,-0.098877,164.317017,
34373,0.296631,164.317017,
34375,-0.543823,164.322510,
34377,0.032959,164.328003,
34379,-0.065918,164.344482,
34381,1.054688,164.366455,
34383,-0.291138,164.393921,
34385,0.741577,164.415894,
34387,-0.126343,164.399414,
34389,0.302124,164.388428,
34391,-0.093384,164.366455,
34393,-0.214233,164.366455,
34395,0.087891,164.382935,
34397,0.065918,164.399414,
34399,0.840454,164.415894,
34401,-0.038452,164.415894,
34403,-0.543823,164.388428,
34405,-0.318604,164.371948,
34407,0.087891,164.371948,
34409,0.889893,164.410400,
34411,0.856934,164.465332,
34413,0.873413,164.525757,
34415,0.373535,164.580688,
34417,-0.005493,164.608154,
34419,0.296631,164.619141,
34421,-0.516357,164.613647,
34423,0.346069,164.597168,
34425,-0.703125,164.542236,
34427,-0.829468,164.481812,
34429,-0.379028,164.399414,
34431,-0.516357,164.349976,
34433,-0.538330,164.295044,
34435,-0.950317,164.262085,
34437,0.263672,164.218140,
34439,0.082397,164.168701,
34441,-1.126099,164.124756,
34443,-0.236206,164.097290,
34445,-0.076904,164.069824,
34447,-0.477905,164.064331,
34449,0.120850,164.053345,
34451,-0.785522,164.020386,
34453,-0.889893,163.998413,
34455,0.499878,163.987427,
34457,0.812988,164.003906,
34459,0.010986,164.025879,
34461,0.313110,164.058838,
34463,-0.834961,164.058838,
34465,-0.565796,164.053345,
34467,0.137329,164.025879,
34469,-0.269165,164.009399,
34471,0.076904,164.003906,
34473,-0.269165,164.003906,
34475,-0.379028,164.009399,
34477,0.373535,164.020386,
34479,0.285645,164.036865,
34481,0.340576,164.053345,
34483,-0.087891,164.058838,
34485,-0.170288,164.031372,
34487,0.082397,163.981934,
34489,-0.582275,163.943481,
34491,-0.582275,163.916016,
34493,0.554810,163.910522,
34495,-0.016479,163.921509,
34497,0.466919,163.921509,
34499,-0.510864,163.927002,
34501,-0.417480,163.932495,
34503,0.686646,163.943481,
34505,-0.379028,163.948975,
34507,-0.269165,163.948975,
34509,0.307617,163.943481,
34511,-0.422974,163.927002,
34513,-0.296631,163.916016,
34515,0.181274,163.921509,
34517,-0.615234,163.894043,
34519,-0.785522,163.866577,
34521,-0.346069,163.822632,
34523,-0.576782,163.778687,
34525,-0.236206,163.745728,
34527,-0.450439,163.718262,
34529,-0.609741,163.707275,
34531,0.280151,163.679810,
34533,-0.214233,163.652344,
34535,-0.582275,163.624878,
34537,-0.043945,163.602905,
34539,-0.620728,163.569946,
34541,-0.444946,163.531494,
34543,0.142822,163.504028,
34545,-0.609741,163.482056,
34547,-0.016479,163.471069,
34549,-0.192261,163.449097,
34551,-0.741577,163.416138,
34553,-0.296631,163.372192,
34555,-0.302124,163.328247,
34557,-1.060181,163.289795,
34559,-0.351562,163.251343,
34561,-0.675659,163.212891,
34563,-0.664673,163.157959,
34565,-0.379028,163.108521,
34567,-0.401001,163.070068,
34569,0.324097,163.048096,
34571,-0.873413,163.020630,
34573,-0.021973,162.998657,
34575,0.153809,162.971191,
34577,-0.373535,162.954712,
34579,0.065918,162.943726,
34581,-0.197754,162.943726,
34583,-0.093384,162.954712,
34585,-0.401001,162.954712,
34587,-0.346069,162.971191,
34589,0.708618,162.971191,
34591,0.324097,162.971191,
34593,0.098877,162.965698,
34595,-0.071411,162.960205,
34597,-0.302124,162.960205,
34599,0.230713,162.954712,
34601,-0.922852,162.943726,
34603,0.318604,162.921753,
34605,-0.730591,162.899780,
34607,0.296631,162.883301,
34609,-0.005493,162.861328,
34611,-0.005493,162.839355,
34613,-0.972290,162.800903,
34615,-0.747070,162.745972,
34617,-0.802002,162.691040,
34619,-0.417480,162.630615,
34621,-0.296631,162.575684,
34623,-0.994263,162.542725,
34625,0.362549,162.526245,
34627,-0.692139,162.515259,
34629,-0.120850,162.520752,
34631,-0.269165,162.531738,
34633,0.571289,162.553711,
34635,-0.428467,162.586670,
34637,0.313110,162.614136,
34639,-0.175781,162.636108,
34641,0.532837,162.652588,
34643,-0.131836,162.663574,
34645,0.505371,162.680054,
34647,-0.115356,162.691040,
34649,-0.142822,162.702026,
34651,-0.027466,162.723999,
34653,0.104370,162.729492,
34655,-0.192261,162.729492,
34657,-0.252686,162.702026,
34659,-0.395508,162.669067,
34661,-0.719604,162.625122,
34663,-0.258179,162.581177,
34665,-1.082153,162.531738,
34667,0.131836,162.493286,
34669,-0.615234,162.454834,
34671,0.269165,162.421875,
34673,-0.977783,162.383423,
34675,0.076904,162.361450,
34677,-1.120605,162.322998,
34679,-0.043945,162.273560,
34681,-0.758057,162.218628,
34683,-0.631714,162.158203,
34685,-0.664673,162.103271,
34687,-0.269165,162.053833,
34689,-0.357056,162.015381,
34691,0.087891,161.971436,
34693,-0.422974,161.943970,
34695,-0.708618,161.916504,
34697,0.186768,161.911011,
34699,-0.532837,161.905518,
34701,0.472412,161.911011,
34703,-0.318604,161.916504,
34705,0.851440,161.938477,
34707,-0.340576,161.960449,
34709,0.582275,161.976929,
34711,-0.346069,161.982422,
34713,-0.098877,161.993408,
34715,-0.214233,162.015381,
34717,0.411987,162.031860,
34719,-0.296631,162.053833,
34721,0.296631,162.081299,
34723,0.126343,162.092285,
34725,0.104370,162.081299,
34727,-0.763550,162.070312,
34729,-0.263672,162.042847,
34731,-1.010742,161.998901,
34733,0.362549,161.954956,
34735,-0.516357,161.916504,
34737,-0.280151,161.894531,
34739,-0.598755,161.889038,
34741,0.005493,161.889038,
34743,0.444946,161.900024,
34745,0.142822,161.916504,
34747,-0.379028,161.921997,
34749,-0.411987,161.921997,
34751,-0.197754,161.894531,
34753,0.093384,161.856079,
34755,-0.840454,161.812134,
34757,0.142822,161.790161,
34759,-0.939331,161.784668,
34761,-0.252686,161.784668,
34763,-1.087646,161.768188,
34765,0.609741,161.746216,
34767,-0.313110,161.718750,
34769,-0.076904,161.724243,
34771,0.043945,161.751709,
34773,1.197510,161.801147,
34775,0.422974,161.845093,
34777,0.637207,161.867065,
34779,-0.379028,161.878052,
34781,0.774536,161.889038,
34783,-0.010986,161.900024,
34785,1.301880,161.927490,
34787,-0.422974,161.949463,
34789,0.796509,161.987915,
34791,0.324097,161.982422,
34793,0.719604,161.998901,
34795,-0.318604,162.009888,
34797,-0.148315,162.026367,
34799,0.087891,162.020874,
34801,-0.192261,161.993408,
34803,0.032959,161.976929,
34805,-0.120850,161.954956,
34807,0.258179,161.949463,
34809,-0.236206,161.954956,
34811,0.675659,161.976929,
34813,0.318604,161.998901,
34815,0.098877,162.037354,
34817,-0.065918,162.059326,
34819,0.455933,162.097778,
34821,0.428467,162.130737,
34823,0.758057,162.169189,
34825,0.120850,162.191162,
34827,-0.532837,162.224121,
34829,0.598755,162.246094,
34831,-0.505371,162.246094,
34833,0.313110,162.251587,
34835,-0.455933,162.240601,
34837,0.120850,162.240601,
34839,-0.280151,162.240601,
34841,0.120850,162.240601,
34843,-0.142822,162.235107,
34845,0.477905,162.229614,
34847,-0.730591,162.207642,
34849,-0.170288,162.196655,
34851,-0.796509,162.158203,
34853,-0.565796,162.108765,
34855,-0.681152,162.048340,
34857,-0.505371,161.987915,
34859,-0.406494,161.943970,
34861,-0.318604,161.905518,
34863,-0.115356,161.872559,
34865,-0.170288,161.839600,
34867,0.302124,161.790161,
34869,-0.818481,161.740723,
34871,-0.736084,161.680298,
34873,-1.274414,161.603394,
34875,-0.406494,161.526489,
34877,-0.730591,161.466064,
34879,-0.708618,161.411133,
34881,-0.269165,161.367188,
34883,-0.225220,161.334229,
34885,-0.038452,161.306763,
34887,-0.455933,161.295776,
34889,0.368042,161.295776,
34891,-0.296631,161.301270,
34893,0.406494,161.317749,
34895,-0.225220,161.328735,
34897,0.697632,161.345215,
34899,0.060425,161.361694,
34901,0.126343,161.383667,
34903,-0.065918,161.405640,
34905,0.142822,161.433105,
34907,-0.049438,161.455078,
34909,-0.236206,161.482544,
34911,0.104370,161.504517,
34913,0.021973,161.520996,
34915,0.554810,161.548462,
34917,-0.060425,161.570435,
34919,0.395508,161.608887,
34921,-0.010986,161.641846,
34923,0.961304,161.663818,
34925,-0.390015,161.658325,
34927,0.609741,161.652832,
34929,-0.796509,161.641846,
34931,0.840454,161.658325,
34933,-0.357056,161.663818,
34935,0.373535,161.663818,
34937,-0.521851,161.652832,
34939,0.087891,161.636353,
34941,-0.626221,161.608887,
34943,0.104370,161.581421,
34945,-0.433960,161.559448,
34947,-0.730591,161.531982,
34949,0.087891,161.515503,
34951,-0.422974,161.488037,
34953,0.961304,161.477051,
34955,-0.203247,161.438599,
34957,0.137329,161.416626,
34959,-0.335083,161.400146,
34961,0.291138,161.389160,
34963,-0.313110,161.389160,
34965,0.554810,161.394653,
34967,-0.802002,161.400146,
34969,-0.005493,161.416626,
34971,-0.587769,161.416626,
34973,0.593262,161.416626,
34975,0.010986,161.416626,
34977,-0.060425,161.400146,
34979,-0.104370,161.389160,
34981,-0.131836,161.367188,
34983,0.285645,161.361694,
34985,-0.280151,161.350708,
34987,0.812988,161.372681,
34989,-0.148315,161.389160,
34991,0.807495,161.427612,
34993,-0.280151,161.444092,
34995,0.840454,161.466064,
34997,-0.532837,161.488037,
34999,0.197754,161.499023,
35001,-0.346069,161.504517,
35003,0.115356,161.499023,
35005,0.411987,161.488037,
35007,-0.834961,161.460571,
35009,0.093384,161.427612,
35011,-0.598755,161.394653,
35013,0.087891,161.378174,
35015,0.203247,161.394653,
35017,0.829468,161.411133,
35019,-0.472412,161.411133,
35021,0.247192,161.405640,
35023,-0.692139,161.367188,
35025,-0.027466,161.323242,
35027,-0.994263,161.262817,
35029,-0.444946,161.207886,
35031,-0.818481,161.180420,
35033,-0.071411,161.158447,
35035,-0.390015,161.141968,
35037,-0.681152,161.119995,
35039,0.324097,161.092529,
35041,-0.351562,161.059570,
35043,0.428467,161.048584,
35045,-0.516357,161.026611,
35047,0.324097,161.015625,
35049,-0.346069,160.988159,
35051,0.236206,160.971680,
35053,-0.461426,160.933228,
35055,0.153809,160.922241,
35057,-0.395508,160.883789,
35059,-0.197754,160.861816,
35061,-0.922852,160.823364,
35063,-0.071411,160.784912,
35065,-1.120605,160.729980,
35067,0.005493,160.675049,
35069,-1.071167,160.620117,
35071,-0.082397,160.570679,
35073,-0.741577,160.537720,
35075,-0.263672,160.521240,
35077,-0.076904,160.510254,
35079,-0.472412,160.482788,
35081,-0.483398,160.455322,
35083,-0.834961,160.427856,
35085,-0.626221,160.400391,
35087,-0.291138,160.372925,
35089,0.115356,160.350952,
35091,-0.126343,160.328979,
35093,-0.186768,160.317993,
35095,-0.170288,160.307007,
35097,0.516357,160.328979,
35099,0.093384,160.350952,
35101,1.192017,160.372925,
35103,-0.302124,160.394897,
35105,0.554810,160.411377,
35107,-0.576782,160.416870,
35109,0.340576,160.422363,
35111,-0.137329,160.455322,
35113,0.406494,160.482788,
35115,-0.335083,160.515747,
35117,0.065918,160.532227,
35119,0.521851,160.554199,
35121,-0.208740,160.565186,
35123,0.609741,160.581665,
35125,-0.148315,160.598145,
35127,0.258179,160.603638,
35129,-0.346069,160.603638,
35131,0.087891,160.598145,
35133,-0.076904,160.587158,
35135,-0.620728,160.570679,
35137,0.280151,160.554199,
35139,-0.664673,160.548706,
35141,-0.049438,160.543213,
35143,-0.021973,160.537720,
35145,-0.307617,160.526733,
35147,-0.395508,160.510254,
35149,-0.395508,160.477295,
35151,0.225220,160.455322,
35153,-0.950317,160.422363,
35155,0.488892,160.394897,
35157,-0.758057,160.356445,
35159,-0.192261,160.328979,
35161,-0.076904,160.301514,
35163,-0.483398,160.274048,
35165,0.571289,160.274048,
35167,-0.598755,160.263062,
35169,-0.098877,160.268555,
35171,-0.620728,160.257568,
35173,-0.252686,160.241089,
35175,0.335083,160.224609,
35177,-0.532837,160.202637,
35179,0.071411,160.169678,
35181,0.472412,160.142212,
35183,-0.280151,160.120239,
35185,0.362549,160.103760,
35187,-1.148071,160.076294,
35189,-0.038452,160.070801,
35191,-0.049438,160.054321,
35193,-0.346069,160.032349,
35195,-0.148315,160.026855,
35197,-0.598755,160.021362,
35199,0.373535,159.999390,
35201,-0.928345,159.960938,
35203,-0.521851,159.900513,
35205,0.186768,159.856567,
35207,-0.867920,159.818115,
35209,0.258179,159.801636,
35211,-0.236206,159.785156,
35213,-0.049438,159.768677,
35215,-0.296631,159.752197,
35217,-0.922852,159.713745,
35219,-0.538330,159.664307,
35221,-1.213989,159.592896,
35223,0.318604,159.543457,
35225,-0.263672,159.505005,
35227,0.521851,159.477539,
35229,-0.917358,159.450073,
35231,-0.346069,159.422607,
35233,-0.532837,159.389648,
35235,-0.186768,159.340210,
35237,-0.966797,159.290771,
35239,0.483398,159.252319,
35241,-0.197754,159.235840,
35243,-0.411987,159.224854,
35245,-0.065918,159.224854,
35247,-0.433960,159.208374,
35249,-0.395508,159.191895,
35251,-0.543823,159.158936,
35253,-0.137329,159.109497,
35255,-0.758057,159.049072,
35257,-0.395508,159.005127,
35259,-0.488892,158.955688,
35261,-0.175781,158.917236,
35263,-0.340576,158.878784,
35265,0.032959,158.856812,
35267,-0.098877,158.840332,
35269,0.093384,158.856812,
35271,0.417480,158.862305,
35273,-0.126343,158.873291,
35275,-0.444946,158.878784,
35277,-0.411987,158.867798,
35279,-0.499878,158.840332,
35281,-0.104370,158.829346,
35283,-0.252686,158.818359,
35285,-0.791016,158.823853,
35287,0.186768,158.829346,
35289,0.576782,158.862305,
35291,1.049194,158.911743,
35293,0.093384,158.972168,
35295,0.911865,159.043579,
35297,-0.115356,159.098511,
35299,1.329346,159.147949,
35301,-0.186768,159.175415,
35303,0.450439,159.219360,
35305,0.142822,159.263306,
35307,0.466919,159.301758,
35309,0.087891,159.334717,
35311,0.148315,159.389648,
35313,0.917358,159.455566,
35315,1.104126,159.526978,
35317,0.373535,159.587402,
35319,0.000000,159.636841,
35321,0.620728,159.702759,
35323,0.675659,159.757690,
35325,0.961304,159.785156,
35327,-0.472412,159.801636,
35329,-0.411987,159.790649,
35331,-0.247192,159.779663,
35333,0.192261,159.746704,
35335,-0.296631,159.713745,
35337,-0.170288,159.686279,
35339,-0.395508,159.675293,
35341,0.466919,159.647827,
35343,-0.560303,159.609375,
35345,-0.999756,159.570923,
35347,0.115356,159.526978,
35349,-0.582275,159.488525,
35351,0.049438,159.461060,
35353,-0.532837,159.439087,
35355,0.560303,159.422607,
35357,-0.038452,159.411621,
35359,-0.609741,159.389648,
35361,-0.373535,159.351196,
35363,-0.455933,159.301758,
35365,-0.774536,159.257812,
35367,-0.104370,159.224854,
35369,-0.692139,159.186401,
35371,0.214233,159.147949,
35373,-1.126099,159.098511,
35375,-0.197754,159.065552,
35377,-0.867920,159.021606,
35379,0.214233,159.005127,
35381,-0.247192,158.972168,
35383,0.043945,158.950195,
35385,-0.587769,158.917236,
35387,-0.269165,158.873291,
35389,-0.444946,158.829346,
35391,-1.005249,158.774414,
35393,-1.362305,158.686523,
35395,-1.906128,158.593140,
35397,-0.411987,158.494263,
35399,-1.038208,158.433838,
35401,-0.280151,158.406372,
35403,-0.346069,158.389893,
35405,-0.038452,158.378906,
35407,-0.620728,158.367920,
35409,0.087891,158.362427,
35411,-0.807495,158.356934,
35413,0.692139,158.329468,
35415,-0.626221,158.296509,
35417,0.065918,158.258057,
35419,-0.653687,158.236084,
35421,-0.087891,158.252563,
35423,-0.043945,158.285522,
35425,0.565796,158.323975,
35427,-0.291138,158.351440,
35429,0.593262,158.378906,
35431,-0.433960,158.389893,
35433,-0.192261,158.400879,
35435,-0.027466,158.411865,
35437,-0.137329,158.428345,
35439,0.043945,158.461304,
35441,0.538330,158.521729,
35443,1.840210,158.587646,
35445,0.049438,158.659058,
35447,0.318604,158.730469,
35449,0.609741,158.763428,
35451,0.390015,158.768921,
35453,-0.197754,158.752441,
35455,0.186768,158.735962,
35457,-0.368042,158.719482,
35459,-0.120850,158.735962,
35461,-0.032959,158.757935,
35463,0.258179,158.796387,
35465,0.670166,158.829346,
35467,-0.043945,158.873291,
35469,0.466919,158.895264,
35471,0.373535,158.895264,
35473,0.395508,158.895264,
35475,-0.796509,158.878784,
35477,0.170288,158.895264,
35479,-0.357056,158.900757,
35481,0.252686,158.900757,
35483,-0.082397,158.889771,
35485,-0.428467,158.873291,
35487,-0.444946,158.862305,
35489,0.027466,158.840332,
35491,0.780029,158.829346,
35493,-0.631714,158.856812,
35495,0.527344,158.884277,
35497,0.060425,158.928223,
35499,0.829468,158.983154,
35501,0.521851,159.043579,
35503,0.609741,159.098511,
35505,0.961304,159.136963,
35507,0.664673,159.164429,
35509,0.653687,159.202881,
35511,-0.098877,159.246826,
35513,0.834961,159.312744,
35515,0.939331,159.362183,
35517,0.291138,159.406128,
35519,0.236206,159.433594,
35521,-0.285645,159.461060,
35523,0.280151,159.472046,
35525,0.225220,159.488525,
35527,0.763550,159.515991,
35529,0.153809,159.548950,
35531,0.368042,159.598389,
35533,0.351562,159.653320,
35535,0.593262,159.724731,
35537,0.390015,159.785156,
35539,-0.104370,159.807129,
35541,-0.038452,159.829102,
35543,-0.230713,159.823608,
35545,-0.137329,159.823608,
35547,0.307617,159.840088,
35549,0.142822,159.884033,
35551,0.961304,159.955444,
35553,0.285645,160.021362,
35555,0.730591,160.092773,
35557,0.466919,160.142212,
35559,-0.098877,160.197144,
35561,0.736084,160.241089,
35563,0.477905,160.274048,
35565,0.845947,160.328979,
35567,0.642700,160.389404,
35569,0.318604,160.460815,
35571,0.681152,160.510254,
35573,0.010986,160.570679,
35575,1.021729,160.636597,
35577,0.477905,160.691528,
35579,0.324097,160.762939,
35581,0.911865,160.812378,
35583,0.236206,160.861816,
35585,1.285400,160.900269,
35587,0.373535,160.933228,
35589,0.032959,160.977173,
35591,0.719604,161.032104,
35593,0.241699,161.070557,
35595,1.356812,161.119995,
35597,-0.120850,161.147461,
35599,0.565796,161.174927,
35601,0.159302,161.202393,
35603,0.016479,161.229858,
35605,1.027222,161.268311,
35607,0.000000,161.273804,
35609,0.236206,161.279297,
35611,-0.741577,161.268311,
35613,-0.016479,161.240845,
35615,-0.126343,161.196899,
35617,-0.433960,161.163940,
35619,-0.142822,161.147461,
35621,-0.181274,161.141968,
35623,0.186768,161.158447,
35625,-0.060425,161.163940,
35627,0.252686,161.158447,
35629,-0.889893,161.152954,
35631,-0.060425,161.147461,
35633,0.401001,161.147461,
35635,-0.972290,161.130981,
35637,0.477905,161.119995,
35639,-0.433960,161.092529,
35641,1.384277,161.098022,
35643,-1.010742,161.098022,
35645,0.236206,161.119995,
35647,0.488892,161.141968,
35649,0.318604,161.158447,
35651,-0.214233,161.152954,
35653,-0.302124,161.158447,
35655,0.532837,161.163940,
35657,-0.148315,161.180420,
35659,0.763550,161.196899,
35661,-0.280151,161.213379,
35663,0.406494,161.229858,
35665,-0.214233,161.240845,
35667,-0.043945,161.251831,
35669,0.016479,161.262817,
35671,0.351562,161.284790,
35673,0.241699,161.334229,
35675,0.571289,161.394653,
35677,0.851440,161.460571,
35679,0.247192,161.537476,
35681,0.324097,161.581421,
35683,0.263672,161.619873,
35685,0.252686,161.636353,
35687,-0.307617,161.647339,
35689,0.505371,161.652832,
35691,-0.576782,161.641846,
35693,0.027466,161.608887,
35695,-0.966797,161.564941,
35697,0.340576,161.548462,
35699,-0.560303,161.520996,
35701,-0.307617,161.493530,
35703,-0.318604,161.482544,
35705,-0.335083,161.477051,
35707,0.417480,161.466064,
35709,-0.807495,161.460571,
35711,0.038452,161.455078,
35713,-0.560303,161.433105,
35715,0.175781,161.405640,
35717,-0.379028,161.427612,
35719,0.582275,161.449585,
35721,0.175781,161.504517,
35723,1.219482,161.553955,
35725,0.285645,161.608887,
35727,0.422974,161.663818,
35729,-0.197754,161.702271,
35731,-0.170288,161.735229,
35733,0.192261,161.751709,
35735,-0.065918,161.757202,
35737,0.087891,161.768188,
35739,0.027466,161.795654,
35741,0.736084,161.828613,
35743,-0.148315,161.856079,
35745,0.263672,161.889038,
35747,-0.005493,161.905518,
35749,0.137329,161.921997,
35751,0.626221,161.938477,
35753,-0.005493,161.954956,
35755,0.554810,161.987915,
35757,-0.181274,162.004395,
35759,1.109619,162.026367,
35761,-0.373535,162.015381,
35763,-0.280151,161.987915,
35765,-0.433960,161.949463,
35767,-0.780029,161.905518,
35769,-0.016479,161.872559,
35771,0.071411,161.850586,
35773,0.637207,161.834106,
35775,-0.851440,161.828613,
35777,0.538330,161.828613,
35779,-0.477905,161.806641,
35781,-0.208740,161.784668,
35783,-0.626221,161.757202,
35785,-0.642700,161.724243,
35787,-0.153809,161.685791,
35789,-0.318604,161.663818,
35791,0.422974,161.641846,
35793,-0.829468,161.614380,
35795,-0.060425,161.586914,
35797,-0.648193,161.542969,
35799,-0.285645,161.499023,
35801,-0.422974,161.460571,
35803,-0.280151,161.427612,
35805,-0.203247,161.394653,
35807,-0.675659,161.361694,
35809,0.010986,161.339722,
35811,-1.010742,161.312256,
35813,0.021973,161.290283,
35815,-0.829468,161.262817,
35817,0.466919,161.240845,
35819,-0.362549,161.218872,
35821,-0.247192,161.202393,
35823,-0.741577,161.180420,
35825,-0.236206,161.163940,
35827,-0.142822,161.141968,
35829,-0.466919,161.103516,
35831,-0.917358,161.059570,
35833,-0.917358,161.021118,
35835,-0.049438,161.004639,
35837,-0.950317,160.993652,
35839,0.450439,161.010132,
35841,0.137329,161.015625,
35843,0.351562,161.010132,
35845,-0.950317,160.999146,
35847,0.230713,161.021118,
35849,-0.774536,161.026611,
35851,0.719604,161.048584,
35853,0.302124,161.076050,
35855,0.280151,161.092529,
35857,-0.027466,161.125488,
35859,-0.016479,161.136475,
35861,0.148315,161.158447,
35863,-0.263672,161.180420,
35865,0.379028,161.185913,
35867,-0.032959,161.174927,
35869,0.258179,161.174927,
35871,-0.351562,161.174927,
35873,0.285645,161.174927,
35875,-0.401001,161.163940,
35877,0.340576,161.141968,
35879,-0.225220,161.158447,
35881,0.131836,161.174927,
35883,-0.071411,161.196899,
35885,-0.241699,161.218872,
35887,0.648193,161.235352,
35889,-0.098877,161.229858,
35891,-0.406494,161.229858,
35893,-0.483398,161.207886,
35895,-0.302124,161.174927,
35897,-0.873413,161.136475,
35899,0.065918,161.103516,
35901,-0.730591,161.076050,
35903,0.258179,161.054077,
35905,-0.230713,161.048584,
35907,-0.071411,161.037598,
35909,-0.307617,161.021118,
35911,-1.137085,160.977173,
35913,-0.653687,160.927734,
35915,-0.148315,160.900269,
35917,0.340576,160.883789,
35919,-0.010986,160.894775,
35921,1.005249,160.911255,
35923,-0.390015,160.933228,
35925,0.576782,160.960693,
35927,0.126343,160.966187,
35929,0.554810,160.960693,
35931,-0.922852,160.933228,
35933,-0.917358,160.889282,
35935,0.016479,160.850830,
35937,-0.247192,160.834351,
35939,-0.005493,160.828857,
35941,-0.346069,160.839844,
35943,0.401001,160.850830,
35945,0.021973,160.867310,
35947,-0.406494,160.850830,
35949,-0.889893,160.828857,
35951,0.560303,160.817871,
35953,-0.005493,160.801392,
35955,0.291138,160.812378,
35957,0.087891,160.817871,
35959,0.324097,160.845337,
35961,-0.126343,160.861816,
35963,-0.362549,160.861816,
35965,-0.236206,160.834351,
35967,-1.164551,160.801392,
35969,-0.181274,160.757446,
35971,-1.406250,160.718994,
35973,0.532837,160.675049,
35975,-0.675659,160.625610,
35977,-0.252686,160.581665,
35979,-0.631714,160.543213,
35981,-0.450439,160.510254,
35983,-0.417480,160.471802,
35985,-0.725098,160.444336,
35987,-0.181274,160.411377,
35989,-0.192261,160.383911,
35991,0.005493,160.367432,
35993,-0.747070,160.345459,
35995,-0.373535,160.328979,
35997,-0.269165,160.307007,
35999,-0.357056,160.285034,
36001,0.038452,160.257568,
36003,-0.681152,160.235596,
36005,0.060425,160.230103,
36007,-0.280151,160.235596,
36009,0.153809,160.257568,
36011,0.686646,160.257568,
36013,-0.741577,160.263062,
36015,0.324097,160.268555,
36017,-0.247192,160.268555,
36019,-0.082397,160.274048,
36021,-0.005493,160.263062,
36023,-0.648193,160.257568,
36025,0.153809,160.257568,
36027,-0.812988,160.252075,
36029,0.752563,160.241089,
36031,-0.340576,160.213623,
36033,0.126343,160.213623,
36035,-0.263672,160.202637,
36037,0.137329,160.175171,
36039,0.362549,160.153198,
36041,-0.758057,160.109253,
36043,-0.197754,160.070801,
36045,-0.873413,160.026855,
36047,-0.538330,159.977417,
36049,-0.565796,159.922485,
36051,-0.258179,159.884033,
36053,-0.346069,159.851074,
36055,-0.532837,159.829102,
36057,0.510864,159.823608,
36059,-0.181274,159.818115,
36061,-0.867920,159.807129,
36063,-0.142822,159.790649,
36065,0.175781,159.785156,
36067,-0.291138,159.785156,
36069,-0.390015,159.801636,
36071,0.741577,159.829102,
36073,-0.307617,159.851074,
36075,0.324097,159.873047,
36077,-0.159302,159.878540,
36079,0.637207,159.900513,
